sheet_name,field_name,description_ko,data_type,unit_or_timezone,classification,formula_or_provenance,null_meaning
08_reservation_monthly,model_name,model name,text_or_numeric,see field name,observed_or_method_label,"ERP MySQL read-only, company.id=7 (제주로렌트카), queried 2026-08-18; see methodology",Unavailable/not applicable/not populated; see status/limitation columns.
08_reservation_monthly,vehicle_class,vehicle class,text_or_numeric,see field name,observed_or_method_label,"ERP MySQL read-only, company.id=7 (제주로렌트카), queried 2026-08-18; see methodology",Unavailable/not applicable/not populated; see status/limitation columns.
08_reservation_monthly,all_reservation_count,all reservation count,text_or_numeric,see field name,observed_or_method_label,"ERP MySQL read-only, company.id=7 (제주로렌트카), queried 2026-08-18; see methodology",Unavailable/not applicable/not populated; see status/limitation columns.
08_reservation_monthly,valid_reservation_count,valid reservation count,text_or_numeric,see field name,observed_or_method_label,"ERP MySQL read-only, company.id=7 (제주로렌트카), queried 2026-08-18; see methodology",Unavailable/not applicable/not populated; see status/limitation columns.
08_reservation_monthly,canceled_reservation_count,canceled reservation count,text_or_numeric,see field name,observed_or_method_label,"ERP MySQL read-only, company.id=7 (제주로렌트카), queried 2026-08-18; see methodology",Unavailable/not applicable/not populated; see status/limitation columns.
08_reservation_monthly,pending_reservation_count,pending reservation count,text_or_numeric,see field name,observed_or_method_label,"ERP MySQL read-only, company.id=7 (제주로렌트카), queried 2026-08-18; see methodology",Unavailable/not applicable/not populated; see status/limitation columns.
08_reservation_monthly,valid_rows_with_final_price,valid rows with final price,text_or_numeric,see field name,observed_or_method_label,"ERP MySQL read-only, company.id=7 (제주로렌트카), queried 2026-08-18; see methodology",Unavailable/not applicable/not populated; see status/limitation columns.
08_reservation_monthly,valid_booked_final_price_krw_sum_proxy,Model-level booked final price sum for valid reservations; not accounting revenue.,integer,KRW,observed aggregate/proxy,SUM(reservation.final_price),Unavailable/not applicable/not populated; see status/limitation columns.
08_reservation_monthly,average_booked_final_price_krw_formula,Average among rows with non-null final_price.,formula,KRW/reservation,derived,booked price sum / rows_with_final_price,Unavailable/not applicable/not populated; see status/limitation columns.
08_reservation_monthly,valid_booked_rental_hours_sum,valid booked rental hours sum,text_or_numeric,see field name,observed_or_method_label,"ERP MySQL read-only, company.id=7 (제주로렌트카), queried 2026-08-18; see methodology",Unavailable/not applicable/not populated; see status/limitation columns.
08_reservation_monthly,valid_joined_vehicle_count_reserved_or_assigned,valid joined vehicle count reserved or assigned,text_or_numeric,see field name,observed_or_method_label,"ERP MySQL read-only, company.id=7 (제주로렌트카), queried 2026-08-18; see methodology",Unavailable/not applicable/not populated; see status/limitation columns.
08_reservation_monthly,customer_insurance_fee_krw_sum_not_cost,Customer insurance fee total; not fleet insurance cost.,integer,KRW,observed aggregate,SUM(reservation_insurance.fee),Unavailable/not applicable/not populated; see status/limitation columns.
08_reservation_monthly,true_utilization_rate,Requested metric intentionally blank because denominator is unavailable.,blank,ratio,unavailable,requires historical available fleet-hours,Unavailable/not applicable/not populated; see status/limitation columns.
08_reservation_monthly,true_utilization_status,true utilization status,text_or_numeric,see field name,observed_or_method_label,"ERP MySQL read-only, company.id=7 (제주로렌트카), queried 2026-08-18; see methodology",Unavailable/not applicable/not populated; see status/limitation columns.
08_reservation_monthly,classification,classification,text_or_numeric,see field name,observed_or_method_label,"ERP MySQL read-only, company.id=7 (제주로렌트카), queried 2026-08-18; see methodology",Unavailable/not applicable/not populated; see status/limitation columns.
10_missing_requests,requested_field,requested field,text_or_numeric,see field name,observed_or_method_label,"ERP MySQL read-only, company.id=7 (제주로렌트카), queried 2026-08-18; see methodology",Unavailable/not applicable/not populated; see status/limitation columns.
10_missing_requests,availability,availability,text_or_numeric,see field name,observed_or_method_label,"ERP MySQL read-only, company.id=7 (제주로렌트카), queried 2026-08-18; see methodology",Unavailable/not applicable/not populated; see status/limitation columns.
10_missing_requests,reason,reason,text_or_numeric,see field name,observed_or_method_label,"ERP MySQL read-only, company.id=7 (제주로렌트카), queried 2026-08-18; see methodology",Unavailable/not applicable/not populated; see status/limitation columns.
10_missing_requests,request_from,request from,text_or_numeric,see field name,observed_or_method_label,"ERP MySQL read-only, company.id=7 (제주로렌트카), queried 2026-08-18; see methodology",Unavailable/not applicable/not populated; see status/limitation columns.
10_missing_requests,do_not_substitute,do not substitute,text_or_numeric,see field name,observed_or_method_label,"ERP MySQL read-only, company.id=7 (제주로렌트카), queried 2026-08-18; see methodology",Unavailable/not applicable/not populated; see status/limitation columns.
10_missing_requests,priority,priority,text_or_numeric,see field name,observed_or_method_label,"ERP MySQL read-only, company.id=7 (제주로렌트카), queried 2026-08-18; see methodology",Unavailable/not applicable/not populated; see status/limitation columns.
11_methodology,section,section,text_or_numeric,see field name,observed_or_method_label,"ERP MySQL read-only, company.id=7 (제주로렌트카), queried 2026-08-18; see methodology",Unavailable/not applicable/not populated; see status/limitation columns.
11_methodology,item,item,text_or_numeric,see field name,observed_or_method_label,"ERP MySQL read-only, company.id=7 (제주로렌트카), queried 2026-08-18; see methodology",Unavailable/not applicable/not populated; see status/limitation columns.
11_methodology,detail,detail,text_or_numeric,see field name,observed_or_method_label,"ERP MySQL read-only, company.id=7 (제주로렌트카), queried 2026-08-18; see methodology",Unavailable/not applicable/not populated; see status/limitation columns.
11_methodology,classification,classification,text_or_numeric,see field name,observed_or_method_label,"ERP MySQL read-only, company.id=7 (제주로렌트카), queried 2026-08-18; see methodology",Unavailable/not applicable/not populated; see status/limitation columns.
