vehicle_id,vehicle_model_id,model_name,vehicle_class,maintenance_event_count,first_maintenance_incoming_at_utc,last_maintenance_release_at_utc,maintenance_cost_krw_sum_observed,legacy_part_price_krw_sum_observed,detail_part_price_krw_sum_observed,mileage_observation_count,min_maintenance_mileage_km,max_maintenance_mileage_km,insurance_cost_krw,insurance_cost_status,classification,cost_warning
8427,1914,22년 니로 하이브리드(휘),SUV,5,2023-02-15 00:00:00,2024-07-18 00:00:00,0,0,0,5,13807,48599,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8428,1914,22년 니로 하이브리드(휘),SUV,4,2023-02-14 00:00:00,2024-05-10 09:00:00,0,0,0,4,13247,41401,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8429,1914,22년 니로 하이브리드(휘),SUV,5,2022-11-11 00:00:00,2024-07-01 00:00:00,0,0,0,5,10836,47523,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8430,1914,22년 니로 하이브리드(휘),SUV,4,2023-02-13 00:00:00,2024-06-06 00:00:00,0,0,0,4,12012,40209,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8431,1914,22년 니로 하이브리드(휘),SUV,16,2022-11-03 00:00:00,2026-08-13 01:04:00,0,0,0,16,12203,98817,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8432,1914,22년 니로 하이브리드(휘),SUV,17,2022-11-15 00:00:00,2026-07-27 07:39:00,0,0,0,17,11311,97995,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8433,1914,22년 니로 하이브리드(휘),SUV,17,2023-02-20 00:00:00,2026-06-07 05:06:00,0,0,0,16,15698,92914,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8434,1914,22년 니로 하이브리드(휘),SUV,16,2022-11-03 00:00:00,2026-07-26 06:20:00,0,0,0,16,9217,96205,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8435,1914,22년 니로 하이브리드(휘),SUV,17,2023-02-08 00:00:00,2026-05-27 04:38:00,0,0,0,17,13869,93595,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8436,1914,22년 니로 하이브리드(휘),SUV,17,2023-02-14 00:00:00,2026-05-14 00:04:00,0,0,0,17,12836,91708,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8437,1914,22년 니로 하이브리드(휘),SUV,14,2023-04-13 00:00:00,2026-04-08 00:33:00,0,0,0,14,18796,95176,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8438,1914,22년 니로 하이브리드(휘),SUV,20,2023-03-16 00:00:00,2026-08-13 04:06:00,0,0,47300,20,17426,100568,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8439,1903,22년 베뉴(휘),SUV,6,2022-01-11 00:00:00,2024-06-18 00:00:00,0,0,0,6,10833,64110,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8440,1903,22년 베뉴(휘),SUV,7,2022-02-16 00:00:00,2024-06-24 00:00:00,0,0,0,7,12230,64079,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8441,1903,22년 베뉴(휘),SUV,7,2022-02-20 00:00:00,2024-07-02 00:00:00,0,0,0,7,10328,61907,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8442,1903,22년 베뉴(휘),SUV,7,2022-01-26 00:00:00,2024-06-25 00:00:00,0,0,0,7,9945,61444,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8443,1903,22년 베뉴(휘),SUV,9,2022-04-05 00:00:00,2024-08-14 09:00:00,0,0,0,9,14903,63918,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8444,1903,22년 베뉴(휘),SUV,17,2023-01-30 00:00:00,2026-07-29 00:08:00,0,0,0,17,20167,93853,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8445,1903,22년 베뉴(휘),SUV,13,2022-07-05 00:00:00,2026-03-30 04:56:00,0,0,0,13,10776,94366,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8446,1912,22년 스포티지 하이브리드(휘),SUV,7,2022-10-06 00:00:00,2024-03-21 00:00:00,0,0,0,7,19893,58006,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8447,1912,22년 스포티지 하이브리드(휘),SUV,9,2022-07-20 00:00:00,2024-06-21 00:00:00,0,0,0,8,14868,67593,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8448,1912,22년 스포티지 하이브리드(휘),SUV,10,2022-09-19 00:00:00,2024-06-26 00:00:00,0,0,0,10,20714,67131,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8449,1912,22년 스포티지 하이브리드(휘),SUV,11,2023-02-07 00:00:00,2024-07-09 00:00:00,0,0,0,11,22157,59920,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8450,1912,22년 스포티지 하이브리드(휘),SUV,4,2023-03-28 00:00:00,2024-06-14 00:00:00,0,0,0,4,10283,40663,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8451,1912,22년 스포티지 하이브리드(휘),SUV,4,2023-03-15 00:00:00,2024-08-12 00:00:00,0,0,0,4,12137,51302,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8452,1912,22년 스포티지 하이브리드(휘),SUV,5,2023-04-11 00:00:00,2024-05-14 00:00:00,0,0,0,4,13848,43700,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8453,1912,22년 스포티지 하이브리드(휘),SUV,4,2023-04-19 00:00:00,2024-08-16 00:00:00,0,0,0,4,13961,48626,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8454,1912,22년 스포티지 하이브리드(휘),SUV,4,2023-04-17 00:00:00,2024-08-05 00:00:00,0,0,0,4,13395,46133,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8455,1912,22년 스포티지 하이브리드(휘),SUV,15,2023-04-13 00:00:00,2026-07-28 00:00:00,0,0,0,15,12498,95097,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8456,1912,22년 스포티지 하이브리드(휘),SUV,13,2023-03-31 00:00:00,2026-06-15 04:14:00,0,0,0,13,12620,94676,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8457,1912,22년 스포티지 하이브리드(휘),SUV,14,2023-04-20 00:00:00,2026-06-28 00:26:00,0,0,0,14,11781,90735,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8458,1913,22년 쏘렌토 하이브리드(7인/휘),SUV,7,2022-11-08 00:00:00,2024-03-26 00:00:00,0,0,0,7,18919,53860,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8459,1913,22년 쏘렌토 하이브리드(7인/휘),SUV,6,2022-10-21 00:00:00,2024-03-11 09:00:00,0,0,0,6,17873,56875,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8460,1913,22년 쏘렌토 하이브리드(7인/휘),SUV,8,2022-10-14 00:00:00,2024-05-10 00:00:00,145090,0,0,8,14358,59114,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8461,1913,22년 쏘렌토 하이브리드(7인/휘),SUV,6,2023-01-04 00:00:00,2024-05-24 00:00:00,0,0,0,6,21695,60238,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8462,1913,22년 쏘렌토 하이브리드(7인/휘),SUV,8,2022-07-29 00:00:00,2024-08-15 00:00:00,0,0,0,8,10855,62240,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8463,1913,22년 쏘렌토 하이브리드(7인/휘),SUV,7,2022-10-19 00:00:00,2024-06-19 00:00:00,0,0,0,7,14958,62057,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8464,1913,22년 쏘렌토 하이브리드(7인/휘),SUV,6,2022-12-07 00:00:00,2024-06-28 00:00:00,0,0,0,6,15888,55486,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8465,1913,22년 쏘렌토 하이브리드(7인/휘),SUV,7,2023-03-23 00:00:00,2024-05-23 09:00:00,0,0,0,7,25444,56912,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8466,1913,22년 쏘렌토 하이브리드(7인/휘),SUV,7,2022-11-02 00:00:00,2024-09-06 00:00:00,0,0,0,7,15395,64001,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8467,1913,22년 쏘렌토 하이브리드(7인/휘),SUV,7,2022-11-15 00:00:00,2024-06-28 00:00:00,0,0,0,7,14919,62646,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8468,1913,22년 쏘렌토 하이브리드(7인/휘),SUV,15,2022-12-28 00:00:00,2026-08-08 02:45:00,0,0,0,15,11975,104778,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8469,1913,22년 쏘렌토 하이브리드(7인/휘),SUV,17,2023-02-17 00:00:00,2026-07-25 04:58:00,0,0,0,17,16083,100107,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8470,1913,22년 쏘렌토 하이브리드(7인/휘),SUV,13,2023-02-08 00:00:00,2026-06-09 23:20:00,0,0,0,13,15552,94780,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8471,1911,22년 폭스바겐 제타(휘),IMPORTED,7,2022-08-12 00:00:00,2024-04-15 00:00:00,0,0,0,6,8791,35498,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8472,1911,22년 폭스바겐 제타(휘),IMPORTED,6,2023-03-07 00:00:00,2024-09-19 00:00:00,0,0,0,6,17300,48058,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8473,1911,22년 폭스바겐 제타(휘),IMPORTED,6,2023-03-03 00:00:00,2024-06-03 00:00:00,0,0,0,6,10000,39563,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8474,1908,22년 BMW 미니 컨버터블(휘),IMPORTED,22,2023-01-18 00:00:00,2026-04-21 08:41:00,0,0,1904500,22,15753,92574,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8475,1908,22년 BMW 미니 컨버터블(휘),IMPORTED,10,2022-11-18 00:00:00,2024-05-14 00:00:00,0,0,0,9,18071,51100,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8476,1908,22년 BMW 미니 컨버터블(휘),IMPORTED,21,2023-03-24 00:00:00,2026-05-06 09:02:00,0,0,755480,21,16788,89858,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8477,1908,22년 BMW 미니 컨버터블(휘),IMPORTED,28,2023-03-08 00:00:00,2026-06-22 09:41:00,0,0,4500000,28,16391,97802,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8478,1908,22년 BMW 미니 컨버터블(휘),IMPORTED,23,2023-04-11 00:00:00,2026-06-11 06:30:00,4265063,0,2383150,23,18574,90444,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8479,1919,22년 BMW 미니 컨버터블S(휘),IMPORTED,22,2023-05-09 00:00:00,2026-03-17 00:00:00,0,0,5000000,22,16897,79006,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8480,1919,22년 BMW 미니 컨버터블S(휘),IMPORTED,21,2023-06-19 00:00:00,2026-07-14 05:51:00,0,0,4540000,21,15938,76048,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8481,1905,22년 EV6(전기),EV,13,2023-01-27 00:00:00,2026-07-05 06:35:00,0,0,0,13,34418,120438,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8482,1905,22년 EV6(전기),EV,12,2023-08-08 00:00:00,2026-07-10 09:30:00,0,0,0,12,44794,122273,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8483,1905,22년 EV6(전기),EV,3,2023-02-22 00:00:00,2024-05-29 09:00:00,0,0,0,3,16414,47104,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8484,1905,22년 EV6(전기),EV,2,2024-05-28 00:00:00,2024-05-29 09:00:00,0,0,0,2,48199,48204,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8485,1905,22년 EV6(전기),EV,3,2024-01-24 00:00:00,2024-05-31 00:00:00,0,0,0,3,39607,46644,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8486,1905,22년 EV6(전기),EV,2,2024-05-23 00:00:00,2024-06-17 00:00:00,0,0,0,2,46986,49400,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8487,1905,22년 EV6(전기),EV,3,2023-02-28 00:00:00,2024-05-23 09:00:00,0,0,0,3,19714,47320,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8488,1905,22년 EV6(전기),EV,2,2024-05-23 00:00:00,2024-05-23 09:00:00,0,0,0,2,49254,49265,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8489,1905,22년 EV6(전기),EV,4,2023-08-09 00:00:00,2024-05-23 09:00:00,0,0,0,4,30313,53099,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8490,1905,22년 EV6(전기),EV,5,2023-08-24 00:00:00,2024-07-17 00:00:00,0,0,0,5,28754,53384,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8491,1905,22년 EV6(전기),EV,2,2024-05-24 00:00:00,2024-07-01 00:00:00,0,0,0,2,33172,36407,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8492,1905,22년 EV6(전기),EV,1,2024-05-24 00:00:00,2024-05-24 09:00:00,0,0,0,1,21500,21500,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8493,1905,22년 EV6(전기),EV,18,2023-09-27 00:00:00,2026-08-08 03:39:00,0,0,0,18,43590,120293,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8494,1905,22년 EV6(전기),EV,14,2023-10-24 00:00:00,2026-04-28 05:53:00,0,0,318800,14,45399,108242,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8495,1905,22년 EV6(전기),EV,12,2023-08-23 00:00:00,2026-07-31 00:19:00,0,0,0,12,47696,124262,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8496,1905,22년 EV6(전기),EV,12,2021-11-26 00:00:00,2026-07-27 01:01:00,0,0,0,12,2033,127287,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8497,1905,22년 EV6(전기),EV,11,2023-07-11 00:00:00,2026-04-15 00:23:00,0,0,160050,11,40981,110105,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8498,1905,22년 EV6(전기),EV,12,2023-07-17 00:00:00,2026-08-06 01:01:00,0,0,807400,12,44395,125581,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8499,1905,22년 EV6(전기),EV,12,2022-12-09 00:00:00,2026-05-22 05:25:00,0,0,1316400,12,16968,107268,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8500,1905,22년 EV6(전기),EV,9,2024-04-26 00:00:00,2026-08-03 01:55:00,0,0,0,9,47524,111711,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8501,1905,22년 EV6(전기),EV,11,2024-04-26 00:00:00,2026-06-11 00:37:00,0,0,0,11,50194,104600,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8502,1905,22년 EV6(전기),EV,19,2022-12-22 00:00:00,2026-07-08 06:31:00,0,0,585590,19,17865,108119,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8503,1905,22년 EV6(전기),EV,14,2023-10-18 00:00:00,2026-06-19 05:37:00,0,0,0,14,35316,105458,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8504,1905,22년 EV6(전기),EV,12,2023-05-04 00:00:00,2026-08-13 07:34:00,0,0,2603260,12,25075,113242,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8505,1905,22년 EV6(전기),EV,12,2022-07-20 00:00:00,2026-07-15 06:00:00,0,0,0,12,7340,103543,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8506,1905,22년 EV6(전기),EV,15,2023-02-24 00:00:00,2026-05-28 06:21:00,0,0,0,15,19138,100018,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8507,1905,22년 EV6(전기),EV,16,2022-07-28 00:00:00,2026-08-03 02:33:00,0,0,905900,15,7131,106925,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8508,1905,22년 EV6(전기),EV,20,2023-05-09 00:00:00,2026-08-06 01:31:00,0,0,215600,20,22098,109143,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8509,1905,22년 EV6(전기),EV,10,2022-07-07 00:00:00,2026-04-22 08:35:00,0,0,0,10,4457,107047,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8510,1905,22년 EV6(전기),EV,11,2023-04-26 00:00:00,2026-04-24 23:25:00,0,0,0,11,23980,99138,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8511,1905,22년 EV6(전기),EV,15,2023-05-17 00:00:00,2026-04-15 02:44:00,0,0,0,15,26171,98123,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8512,1906,22년 k3(휘),COMPACT,16,2022-05-25 00:00:00,2026-06-10 07:32:00,0,0,0,15,10320,101406,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8513,1906,22년 k3(휘),COMPACT,14,2022-06-09 00:00:00,2026-04-16 04:06:00,0,0,0,14,11111,105203,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8514,1906,22년 k3(휘),COMPACT,12,2023-04-20 00:00:00,2026-01-27 00:00:00,0,0,0,11,25027,89599,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8515,1906,22년 k3(휘),COMPACT,16,2022-07-29 00:00:00,2026-06-23 03:05:00,0,0,0,16,14422,104625,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8516,1906,22년 k3(휘),COMPACT,17,2022-07-22 00:00:00,2026-06-25 03:37:00,0,0,0,17,13907,101277,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8517,1906,22년 k3(휘),COMPACT,4,2023-02-06 00:00:00,2024-01-26 00:00:00,0,0,0,4,23291,49217,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8518,1906,22년 k3(휘),COMPACT,5,2022-10-13 00:00:00,2024-06-07 00:00:00,0,0,0,5,17193,51688,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8519,1906,22년 k3(휘),COMPACT,5,2022-09-07 00:00:00,2024-05-24 00:00:00,0,0,0,5,19303,56513,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8520,1906,22년 k3(휘),COMPACT,7,2022-07-29 00:00:00,2024-08-19 00:00:00,0,0,0,6,14838,58404,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8521,1906,22년 k3(휘),COMPACT,5,2022-10-14 00:00:00,2024-03-08 00:00:00,0,0,0,5,19054,53228,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8522,1906,22년 k3(휘),COMPACT,13,2022-02-22 00:00:00,2026-01-10 02:27:00,0,0,0,13,8235,98342,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8523,1906,22년 k3(휘),COMPACT,15,2022-09-20 00:00:00,2026-07-20 01:06:00,0,0,163111,15,13811,97883,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8524,1906,22년 k3(휘),COMPACT,8,2023-02-13 00:00:00,2025-03-24 00:00:00,0,0,0,8,19009,67043,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8525,1906,22년 k3(휘),COMPACT,8,2022-10-25 00:00:00,2025-03-25 00:00:00,0,0,0,8,15458,68621,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8526,1906,22년 k3(휘),COMPACT,8,2022-11-18 00:00:00,2025-03-18 00:00:00,0,0,0,8,15629,68905,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8527,1906,22년 k3(휘),COMPACT,17,2022-09-08 00:00:00,2026-08-08 01:38:00,0,0,0,17,13668,99912,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8528,1906,22년 k3(휘),COMPACT,14,2023-05-02 00:00:00,2026-08-10 00:44:00,0,0,0,14,18711,95983,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8529,1906,22년 k3(휘),COMPACT,13,2022-10-27 00:00:00,2026-03-15 23:25:00,0,0,0,13,13261,88825,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8530,1906,22년 k3(휘),COMPACT,15,2022-12-06 00:00:00,2026-07-06 08:24:00,0,0,0,15,14629,101676,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8531,1906,22년 k3(휘),COMPACT,15,2022-11-04 00:00:00,2026-08-10 09:00:00,0,0,0,15,15510,102606,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8532,1906,22년 k3(휘),COMPACT,12,2023-01-18 00:00:00,2026-05-20 23:58:00,0,0,0,12,16358,95226,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8533,1906,22년 k3(휘),COMPACT,12,2023-05-31 00:00:00,2026-07-15 03:17:00,0,0,0,12,19750,96679,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8534,1906,22년 k3(휘),COMPACT,12,2023-05-11 00:00:00,2026-07-13 06:15:00,0,0,0,12,15459,92377,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8535,1906,22년 k3(휘),COMPACT,14,2023-02-06 00:00:00,2026-07-01 00:48:00,0,0,0,14,12030,88790,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8536,1906,22년 k3(휘),COMPACT,12,2022-12-20 00:00:00,2026-07-19 08:32:00,0,0,0,12,10402,87138,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8537,1906,22년 k3(휘),COMPACT,13,2023-05-04 00:00:00,2026-04-09 23:32:00,0,0,0,13,18372,84227,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8538,1906,22년 k3(휘),COMPACT,13,2023-03-06 00:00:00,2026-08-09 09:18:00,0,0,0,13,12312,91461,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8539,1906,22년 k3(휘),COMPACT,7,2023-02-24 00:00:00,2025-04-14 09:39:00,0,0,0,7,16744,65231,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8540,1906,22년 k3(휘),COMPACT,14,2023-03-08 00:00:00,2026-06-29 01:15:00,0,0,0,14,16894,91635,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8541,1906,22년 k3(휘),COMPACT,14,2023-03-06 00:00:00,2026-07-06 06:06:00,0,0,0,14,16843,90967,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
8542,1906,22년 k3(휘),COMPACT,5,2023-06-22 00:00:00,2024-06-12 09:00:00,0,0,0,5,20297,44021,,unavailable,observed_aggregate,Do not add maintenance_cost and detail_part_price unless Jejuro confirms whether cost already includes parts.
